[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
383   0x0000c363 0x0040df63 8   9    .text   ascii   GetPixel
384   0x0000c36c 0x0040df6c 6   7    .text   ascii   BtnSil
385   0x0000c373 0x0040df73 5   6    .text   ascii   sigil
386   0x0000c379 0x0040df79 4   5    .text   ascii   Fill
387   0x0000c37e 0x0040df7e 16  17   .text   ascii   ContainerControl
388   0x0000c38f 0x0040df8f 11  12   .text   ascii   ListControl
389   0x0000c39b 0x0040df9b 6   7    .text   ascii   _whorl
390   0x0000c3a2 0x0040dfa2 12  13   .text   ascii   MemoryStream
391   0x0000c3af 0x0040dfaf 13  14   .text   ascii   Lblkasatoplam
392   0x0000c3bd 0x0040dfbd 7   8    .text   ascii   Program
393   0x0000c3c5 0x0040dfc5 8   9    .text   ascii   get_Item
394   0x0000c3ce 0x0040dfce 15  16   .text   ascii   ListViewSubItem
395   0x0000c3de 0x0040dfde 12  13   .text   ascii   ListViewItem
396   0x0000c3eb 0x0040dfeb 6   7    .text   ascii   System
397   0x0000c3f2 0x0040dff2 4   5    .text   ascii   Trim
398   0x0000c3f7 0x0040dff7 10  11   .text   ascii   FrmAnaForm
399   0x0000c402 0x0040e002 8   9    .text   ascii   get_Plum
400   0x0000c40b 0x0040e00b 11  12   .text   ascii   resourceMan
401   0x0000c417 0x0040e017 8   9    .text   ascii   TimeSpan
402   0x0000c420 0x0040e020 9   10   .text   ascii   get_Green
403   0x0000c42a 0x0040e02a 14  15   .text   ascii   get_LightGreen
404   0x0000c439 0x0040e039 17  18   .text   ascii   CancellationToken
405   0x0000c44b 0x0040e04b 4   5    .text   ascii   Open
406   0x0000c454 0x0040e054 4   5    .text   ascii   Main
407   0x0000c459 0x0040e059 10  11   .text   ascii   set_Margin
408   0x0000c464 0x0040e064 8   9    .text   ascii   set_Icon
409   0x0000c46d 0x0040e06d 16  17   .text   ascii   get_LemonChiffon
410   0x0000c47e 0x0040e07e 11  12   .text   ascii   Application
411   0x0000c48a 0x0040e08a 12  13   .text   ascii   set_Location
412   0x0000c497 0x0040e097 20  21   .text   ascii   System.Configuration
413   0x0000c4ac 0x0040e0ac 20  21   .text   ascii   System.Globalization
414   0x0000c4c1 0x0040e0c1 14  15   .text   ascii   op_Subtraction
415   0x0000c4d0 0x0040e0d0 17  18   .text   ascii   set_HideSelection
416   0x0000c4e2 0x0040e0e2 17  18   .text   ascii   System.Reflection
417   0x0000c4f4 0x0040e0f4 17  18   .text   ascii   ControlCollection
418   0x0000c506 0x0040e106 25  26   .text   ascii   ListViewSubItemCollection
419   0x0000c520 0x0040e120 30  31   .text   ascii   SelectedListViewItemCollection
420   0x0000c53f 0x0040e13f 22  23   .text   ascii   ColumnHeaderCollection
421   0x0000c556 0x0040e156 22  23   .text   ascii   SqlParameterCollection
422   0x0000c56d 0x0040e16d 16  17   .text   ascii   ObjectCollection
423   0x0000c57e 0x0040e17e 17  18   .text   ascii   DataRowCollection
424   0x0000c590 0x0040e190 12  13   .text   ascii   DbConnection
425   0x0000c59d 0x0040e19d 13  14   .text   ascii   SqlConnection
426   0x0000c5ab 0x0040e1ab 12  13   .text   ascii   set_Position
427   0x0000c5b8 0x0040e1b8 17  18   .text   ascii   get_ActiveCaption
428   0x0000c5ca 0x0040e1ca 25  26   .text   ascii   get_GradientActiveCaption
429   0x0000c5e4 0x0040e1e4 9   10   .text   ascii   Exception
430   0x0000c5ee 0x0040e1ee 18  19   .text   ascii   System.Data.Common
431   0x0000c601 0x0040e201 11  12   .text   ascii   get_Crimson
432   0x0000c60d 0x0040e20d 6   7    .text   ascii   Button
433   0x0000c618 0x0040e218 8   9    .text   ascii   get_Info
434   0x0000c621 0x0040e221 8   9    .text   ascii   TypeInfo
435   0x0000c62a 0x0040e22a 11  12   .text   ascii   CultureInfo
436   0x0000c636 0x0040e236 8   9    .text   ascii   TxtOdano
437   0x0000c63f 0x0040e23f 6   7    .text   ascii   Bitmap
438   0x0000c646 0x0040e246 11  12   .text   ascii   set_TabStop
439   0x0000c652 0x0040e252 5   6    .text   ascii   Group
440   0x0000c658 0x0040e258 11  12   .text   ascii   System.Linq
441   0x0000c664 0x0040e264 5   6    .text   ascii   Clear
442   0x0000c66a 0x0040e26a 25  26   .text   ascii   set_UseSystemPasswordChar
443   0x0000c684 0x0040e284 9   10   .text   ascii   FrmOdalar
444   0x0000c68e 0x0040e28e 10  12   .text   utf8    TxtGıdalar
445   0x0000c69a 0x0040e29a 11  12   .text   ascii   FrmMesajlar
446   0x0000c6a6 0x0040e2a6 10  11   .text   ascii   FrmStoklar
447   0x0000c6b1 0x0040e2b1 18  23   .text   utf8    Txtatıştırmalıklar
448   0x0000c6c8 0x0040e2c8 12  13   .text   ascii   InvokeMember
449   0x0000c6d5 0x0040e2d5 12  13   .text   ascii   ColumnHeader
450   0x0000c6e2 0x0040e2e2 12  13   .text   ascii   DbDataReader
451   0x0000c6ef 0x0040e2ef 13  14   .text   ascii   SqlDataReader
452   0x0000c6fd 0x0040e2fd 13  14   .text   ascii   ExecuteReader
453   0x0000c70b 0x0040e30b 13  14   .text   ascii   FrmGelirGider
454   0x0000c719 0x0040e319 24  25   .text   ascii   RNGCryptoServiceProvider
455   0x0000c732 0x0040e332 15  16   .text   ascii   IFormatProvider
456   0x0000c742 0x0040e342 6   7    .text   ascii   sender
457   0x0000c749 0x0040e349 6   7    .text   ascii   Binder
458   0x0000c750 0x0040e350 16  17   .text   ascii   get_ActiveBorder
459   0x0000c761 0x0040e361 19  20   .text   ascii   get_ResourceManager
460   0x0000c775 0x0040e375 24  25   .text   ascii   ComponentResourceManager
461   0x0000c78e 0x0040e38e 14  15   .text   ascii   DateTimePicker
462   0x0000c79d 0x0040e39d 12  13   .text   ascii   EventHandler
463   0x0000c7aa 0x0040e3aa 12  13   .text   ascii   FrmGazeteler
464   0x0000c7b7 0x0040e3b7 23  24   .text   ascii   System.CodeDom.Compiler
465   0x0000c7cf 0x0040e3cf 10  11   .text   ascii   BtnVeriler
466   0x0000c7da 0x0040e3da 13  15   .text   utf8    FrmMüsteriler
467   0x0000c7e9 0x0040e3e9 7   8    .text   ascii   veriler
468   0x0000c7f1 0x0040e3f1 12  14   .text   utf8    Txtıcecekler
469   0x0000c7ff 0x0040e3ff 5   6    .text   ascii   Timer
470   0x0000c805 0x0040e405 10  11   .text   ascii   IContainer
471   0x0000c810 0x0040e410 10  11   .text   ascii   WebBrowser
472   0x0000c81b 0x0040e41b 12  13   .text   ascii   SqlParameter
473   0x0000c828 0x0040e428 5   6    .text   ascii   Enter
474   0x0000c82e 0x0040e42e 13  14   .text   ascii   DbDataAdapter
475   0x0000c83c 0x0040e43c 14  15   .text   ascii   SqlDataAdapter
476   0x0000c84b 0x0040e44b 12  13   .text   ascii   BitConverter
477   0x0000c858 0x0040e458 7   8    .text   ascii   twister
478   0x0000c860 0x0040e460 13  14   .text   ascii   verilergoster
479   0x0000c86e 0x0040e46e 20  21   .text   ascii   AxWindowsMediaPlayer
480   0x0000c883 0x0040e483 14  15   .text   ascii   NebulousHarbor
481   0x0000c892 0x0040e492 35  36   .text   ascii   set_UseCompatibleStateImageBehavior
482   0x0000c8b6 0x0040e4b6 13  14   .text   ascii   set_BackColor
483   0x0000c8c4 0x0040e4c4 27  28   .text   ascii   set_UseVisualStyleBackColor
484   0x0000c8e0 0x0040e4e0 13  14   .text   ascii   set_LinkColor
485   0x0000c8ee 0x0040e4ee 21  22   .text   ascii   RandomNumberGenerator
486   0x0000c904 0x0040e504 9   10   .text   ascii   Activator
487   0x0000c90e 0x0040e50e 5   6    .text   ascii   .ctor
488   0x0000c914 0x0040e514 6   7    .text   ascii   .cctor
489   0x0000c91b 0x0040e51b 7   8    .text   ascii   Monitor
490   0x0000c923 0x0040e523 7   8    .text   ascii   Lblmaas
491   0x0000c92b 0x0040e52b 18  19   .text   ascii   System.Diagnostics
492   0x0000c93e 0x0040e53e 31  32   .text   ascii   System.Runtime.CompilerServices
493   0x0000c95e 0x0040e55e 16  17   .text   ascii   System.Resources
494   0x0000c96f 0x0040e56f 40  43   .text   utf8    Pansiyon_kayıt1.FrmYeniMüsteri.resources
495   0x0000c99a 0x0040e59a 34  37   .text   utf8    Pansiyon_kayıt1.FrmMüzik.resources
496   0x0000c9bf 0x0040e5bf 36  38   .text   utf8    Pansiyon_kayıt1.FrmAnaForm.resources
497   0x0000c9e5 0x0040e5e5 35  37   .text   utf8    Pansiyon_kayıt1.FrmOdalar.resources
498   0x0000ca0a 0x0040e60a 37  39   .text   utf8    Pansiyon_kayıt1.FrmMesajlar.resources
499   0x0000ca31 0x0040e631 36  38   .text   utf8    Pansiyon_kayıt1.FrmStoklar.resources
500   0x0000ca57 0x0040e657 39  41   .text   utf8    Pansiyon_kayıt1.FrmGelirGider.resources
501   0x0000ca80 0x0040e680 38  40   .text   utf8    Pansiyon_kayıt1.FrmGazeteler.resources
502   0x0000caa8 0x0040e6a8 39  42   .text   utf8    Pansiyon_kayıt1.FrmMüsteriler.resources
503   0x0000cad2 0x0040e6d2 46  48   .text   utf8    Pansiyon_kayıt1.Properties.Resources.resources
504   0x0000cb02 0x0040e702 39  41   .text   utf8    Pansiyon_kayıt1.FrmAdminGiris.resources
505   0x0000cb2b 0x0040e72b 14  15   .text   ascii   DebuggingModes
506   0x0000cb3a 0x0040e73a 26  28   .text   utf8    Pansiyon_kayıt1.Properties
507   0x0000cb56 0x0040e756 18  19   .text   ascii   EnableVisualStyles
508   0x0000cb69 0x0040e769 16  17   .text   ascii   get_DefinedTypes
509   0x0000cb7a 0x0040e77a 8   9    .text   ascii   GetBytes
510   0x0000cb83 0x0040e783 12  13   .text   ascii   BindingFlags
511   0x0000cb90 0x0040e790 8   9    .text   ascii   Settings
512   0x0000cb99 0x0040e799 9   10   .text   ascii   EventArgs
513   0x0000cba3 0x0040e7a3 13  14   .text   ascii   FrmAdminGiris
514   0x0000cbb1 0x0040e7b1 12  13   .text   ascii   get_Controls
515   0x0000cbbe 0x0040e7be 9   10   .text   ascii   get_Items
516   0x0000cbc8 0x0040e7c8 12  13   .text   ascii   get_SubItems
517   0x0000cbd5 0x0040e7d5 17  18   .text   ascii   get_SelectedItems
518   0x0000cbe7 0x0040e7e7 20  21   .text   ascii   System.Windows.Forms
519   0x0000cbfc 0x0040e7fc 11  12   .text   ascii   get_Columns
520   0x0000cc08 0x0040e808 23  24   .text   ascii   set_AutoScaleDimensions
521   0x0000cc20 0x0040e820 30  31   .text   ascii   System.Text.RegularExpressions
522   0x0000cc3f 0x0040e83f 14  15   .text   ascii   get_Parameters
523   0x0000cc4e 0x0040e84e 12  13   .text   ascii   SystemColors
524   0x0000cc5b 0x0040e85b 11  12   .text   ascii   get_Success
525   0x0000cc67 0x0040e867 10  11   .text   ascii   components
526   0x0000cc72 0x0040e872 8   9    .text   ascii   get_Rows
527   0x0000cc7b 0x0040e87b 13  14   .text   ascii   get_TotalDays
528   0x0000cc89 0x0040e889 6   7    .text   ascii   Concat
529   0x0000cc90 0x0040e890 9   10   .text   ascii   GetObject
530   0x0000cc9a 0x0040e89a 9   10   .text   ascii   BtnKaydet
531   0x0000cca4 0x0040e8a4 9   10   .text   ascii   Btnkaydet
532   0x0000ccae 0x0040e8ae 8   9    .text   ascii   TxtUcret
533   0x0000ccb7 0x0040e8b7 10  11   .text   ascii   get_Height
534   0x0000ccc2 0x0040e8c2 5   6    .text   ascii   Split
535   0x0000ccc8 0x0040e8c8 7   8    .text   ascii   EndInit
536   0x0000ccd0 0x0040e8d0 9   10   .text   ascii   BeginInit
537   0x0000ccda 0x0040e8da 12  13   .text   ascii   GraphicsUnit
538   0x0000cce7 0x0040e8e7 4   5    .text   ascii   Exit
539   0x0000ccec 0x0040e8ec 11  12   .text   ascii   get_Default
540   0x0000ccf8 0x0040e8f8 33  34   .text   ascii   SetCompatibleTextRenderingDefault
541   0x0000cd1a 0x0040e91a 12  13   .text   ascii   DialogResult
542   0x0000cd27 0x0040e927 21  22   .text   ascii   System.Data.SqlClient
543   0x0000cd3d 0x0040e93d 11  12   .text   ascii   Environment
544   0x0000cd49 0x0040e949 19  20   .text   ascii   InitializeComponent
545   0x0000cd5d 0x0040e95d 5   6    .text   ascii   Point
546   0x0000cd63 0x0040e963 8   9    .text   ascii   set_Font
547   0x0000cd6c 0x0040e96c 16  17   .text   ascii   set_CalendarFont
548   0x0000cd7d 0x0040e97d 9   10   .text   ascii   get_Count
549   0x0000cd87 0x0040e987 13  14   .text   ascii   get_TickCount
550   0x0000cd95 0x0040e995 6   8    .text   utf8    Txtİnt
551   0x0000cd9d 0x0040e99d 5   6    .text   ascii   Start
552   0x0000cda3 0x0040e9a3 7   8    .text   ascii   Convert
553   0x0000cdab 0x0040e9ab 4   5    .text   ascii   mist
554   0x0000cdb0 0x0040e9b0 6   7    .text   ascii   AxHost
555   0x0000cdb7 0x0040e9b7 5   6    .text   ascii   First
556   0x0000cdbd 0x0040e9bd 13  14   .text   ascii   SuspendLayout
557   0x0000cdcb 0x0040e9cb 12  13   .text   ascii   ResumeLayout
558   0x0000cdd8 0x0040e9d8 13  14   .text   ascii   PerformLayout
559   0x0000cde6 0x0040e9e6 8   9    .text   ascii   get_Text
560   0x0000cdef 0x0040e9ef 8   9    .text   ascii   set_Text
561   0x0000cdf8 0x0040e9f8 5   6    .text   ascii   TxtSu
562   0x0000cdfe 0x0040e9fe 7   8    .text   ascii   BtnDolu
563   0x0000ce06 0x0040ea06 8   9    .text   ascii   set_View
564   0x0000ce0f 0x0040ea0f 8   9    .text   ascii   ListView
565   0x0000ce18 0x0040ea18 7   8    .text   ascii   get_Now
566   0x0000ce20 0x0040ea20 4   5    .text   ascii   Show
567   0x0000ce29 0x0040ea29 12  13   .text   ascii   set_TabIndex
568   0x0000ce36 0x0040ea36 5   6    .text   ascii   Regex
569   0x0000ce3c 0x0040ea3c 10  11   .text   ascii   MessageBox
570   0x0000ce47 0x0040ea47 15  16   .text   ascii   set_MinimizeBox
571   0x0000ce57 0x0040ea57 15  16   .text   ascii   set_MaximizeBox
572   0x0000ce67 0x0040ea67 8   9    .text   ascii   ComboBox
573   0x0000ce70 0x0040ea70 8   9    .text   ascii   GroupBox
574   0x0000ce79 0x0040ea79 13  14   .text   ascii   MaskedTextBox
575   0x0000ce87 0x0040ea87 11  12   .text   ascii   RichTextBox
576   0x0000ce93 0x0040ea93 8   9    .text   ascii   _lockbox
577   0x0000ce9c 0x0040ea9c 7   8    .text   ascii   ToArray
578   0x0000cea4 0x0040eaa4 4   5    .text   ascii   quay
579   0x0000cea9 0x0040eaa9 28  29   .text   ascii   System.Security.Cryptography
580   0x0000cec6 0x0040eac6 5   6    .text   ascii   Authy
581   0x0000cecc 0x0040eacc 12  13   .text   ascii   get_Assembly
582   0x0000ced9 0x0040ead9 9   10   .text   ascii   tributary
583   0x0000cee3 0x0040eae3 15  16   .text   ascii   ExecuteNonQuery
584   0x0000cef3 0x0040eaf3 11  12   .text   ascii   op_Equality
585   0x0000ceff 0x0040eaff 13  14   .text   ascii   op_Inequality
586   0x0000cf0f 0x0040eb0f 15  19   .text   utf8    TxtKullanıcıAdı
587   0x0000cf22 0x0040eb22 8   10   .text   utf8    BtnGiriş
588   0x0000cf2c 0x0040eb2c 7   9    .text   utf8    DtGiriş
589   0x0000cf35 0x0040eb35 6   8    .text   utf8    BtnBoş
590   0x0000cf3d 0x0040eb3d 7   12   .text   utf8    DtÇıkış
591   0x0000cf4f 0x0040eb4f 40  81   .text   utf16le Data Source=AKTAS;Initial Catalog=AyCice
592   0x0000cfa1 0x0040eba1 35  71   .text   utf16le iPansiyon;Integrated Security=True;
593   0x0000cfea 0x0040ebea 75  151  .text   utf16le select * from AdminGiris where Kullanici =@KullaniciAdi AND Sifre=@Sifresi
594   0x0000d082 0x0040ec82 12  25   .text   utf16le KullaniciAdi
595   0x0000d09c 0x0040ec9c 7   15   .text   utf16le Sifresi
596   0x0000d0ac 0x0040ecac 5   11   .text   utf16le Hatal
597   0x0000d0b8 0x0040ecb8 5   11   .text   utf16le  Giri
598   0x0000d0ca 0x0040ecca 18  38   .text   utf16le Microsoft YaHei UI
599   0x0000d0f0 0x0040ecf0 6   13   .text   utf16le label1
600   0x0000d0fe 0x0040ecfe 6   13   .text   utf16le Kullan
601   0x0000d11c 0x0040ed1c 6   14   .text   utf16le label2
602   0x0000d12c 0x0040ed2c 5   11   .text   utf16le ifre:
603   0x0000d138 0x0040ed38 20  41   .text   utf16le Microsoft Sans Serif
604   0x0000d162 0x0040ed62 9   19   .text   utf16le TxtKullan
605   0x0000d182 0x0040ed82 8   17   .text   utf16le TxtSifre
606   0x0000d194 0x0040ed94 7   15   .text   utf16le BtnGiri
607   0x0000d1a6 0x0040eda6 4   9    .text   utf16le Giri
608   0x0000d1b0 0x0040edb0 4   10   .text   utf16le  Yap
609   0x0000d1ba 0x0040edba 6   13   .text   utf16le label3
610   0x0000d1d8 0x0040edd8 16  33   .text   utf16le i Pansiyonuna Ho
611   0x0000d1fa 0x0040edfa 8   17   .text   utf16le geldiniz
612   0x0000d20c 0x0040ee0c 10  21   .text   utf16le $this.Icon
613   0x0000d222 0x0040ee22 13  27   .text   utf16le FrmAdminGiris
614   0x0000d23e 0x0040ee3e 10  21   .text   utf16le Admin Giri
615   0x0000d256 0x0040ee56 19  39   .text   utf16le 6B7869557269@646474
616   0x0000d28e 0x0040ee8e 14  29   .text   utf16le i Pansiyon Kay
617   0x0000d2ac 0x0040eeac 11  23   .text   utf16le t Uygulamas
618   0x0000d2c4 0x0040eec4 24  49   .text   utf16le   /  2010 - KahramanMara
619   0x0000d2f8 0x0040eef8 15  31   .text   utf16le Microsoft YaHei
620   0x0000d318 0x0040ef18 7   15   .text   utf16le button1
621   0x0000d328 0x0040ef28 4   9    .text   utf16le evet
622   0x0000d33a 0x0040ef3a 12  25   .text   utf16le Pansiyon_kay
623   0x0000d35a 0x0040ef5a 7   15   .text   utf16le button2
624   0x0000d36a 0x0040ef6a 6   13   .text   utf16le Yeni M
625   0x0000d37a 0x0040ef7a 4   9    .text   utf16le teri
626   0x0000d384 0x0040ef84 7   16   .text   utf16le button3
627   0x0000d394 0x0040ef94 6   13   .text   utf16le Odalar
628   0x0000d3a2 0x0040efa2 7   15   .text   utf16le button4
629   0x0000d3b8 0x0040efb8 7   15   .text   utf16le teriler
630   0x0000d3c8 0x0040efc8 7   15   .text   utf16le button5
631   0x0000d3d8 0x0040efd8 17  35   .text   utf16le Gelir-Gider Formu
632   0x0000d3fc 0x0040effc 7   15   .text   utf16le button6
633   0x0000d40c 0x0040f00c 7   15   .text   utf16le Stoklar
634   0x0000d41c 0x0040f01c 7   15   .text   utf16le button7
635   0x0000d432 0x0040f032 13  27   .text   utf16le teri Mesajlar
636   0x0000d450 0x0040f050 7   15   .text   utf16le button8
637   0x0000d464 0x0040f064 9   19   .text   utf16le zik Dinle
638   0x0000d478 0x0040f078 7   15   .text   utf16le button9
639   0x0000d488 0x0040f088 4   9    .text   utf16le Hakk
640   0x0000d49e 0x0040f09e 5   11   .text   utf16le Arial
641   0x0000d4aa 0x0040f0aa 8   18   .text   utf16le button10
642   0x0000d4c8 0x0040f0c8 8   17   .text   utf16le button11
643   0x0000d4da 0x0040f0da 9   19   .text   utf16le Gazeteler
644   0x0000d4ee 0x0040f0ee 8   17   .text   utf16le button12
645   0x0000d500 0x0040f100 11  23   .text   utf16le Hava Durumu
646   0x0000d518 0x0040f118 10  21   .text   utf16le FrmAnaForm
647   0x0000d52e 0x0040f12e 9   19   .text   utf16le Ana Sayfa
648   0x0000d542 0x0040f142 27  55   .text   utf16le https://www.hurriyet.com.tr
649   0x0000d57a 0x0040f17a 11  23   .text   utf16le webBrowser1
650   0x0000d596 0x0040f196 6   13   .text   utf16le rriyet
651   0x0000d5a4 0x0040f1a4 5   12   .text   utf16le Sabah
652   0x0000d5bc 0x0040f1bc 7   15   .text   utf16le Fanatik
653   0x0000d5cc 0x0040f1cc 6   13   .text   utf16le HaberT
654   0x0000d5e0 0x0040f1e0 12  25   .text   utf16le FrmGazeteler
655   0x0000d5fa 0x0040f1fa 23  47   .text   utf16le select * from Mesajlar1
656   0x0000d62a 0x0040f22a 7   15   .text   utf16le Mesajid
657   0x0000d63a 0x0040f23a 7   15   .text   utf16le Adsoyad
658   0x0000d64a 0x0040f24a 8   17   .text   utf16le Mesajlar
659   0x0000d65c 0x0040f25c 49  99   .text   utf16le insert into Mesajlar1(Adsoyad,Mesajlar) values ('
660   0x0000d6ce 0x0040f2ce 10  21   .text   utf16le Leelawadee
661   0x0000d6e4 0x0040f2e4 10  21   .text   utf16le Ad Soyad :
662   0x0000d6fa 0x0040f2fa 8   17   .text   utf16le textBox1
663   0x0000d70c 0x0040f30c 7   15   .text   utf16le Mesaj :
664   0x0000d71c 0x0040f31c 12  25   .text   utf16le richTextBox1
665   0x0000d738 0x0040f338 9   20   .text   utf16le Btnkaydet
666   0x0000d74c 0x0040f34c 6   13   .text   utf16le Kaydet
667   0x0000d75a 0x0040f35a 9   19   .text   utf16le listView1
668   0x0000d774 0x0040f374 8   18   .text   utf16le Ad Soyad
669   0x0000d786 0x0040f386 5   11   .text   utf16le Mesaj
670   0x0000d792 0x0040f392 11  23   .text   utf16le FrmMesajlar
671   0x0000d7aa 0x0040f3aa 15  31   .text   utf16le select * from M
672   0x0000d7cc 0x0040f3cc 8   17   .text   utf16le teriEkle
673   0x0000d7e2 0x0040f3e2 7   15   .text   utf16le steriid
674   0x0000d7fa 0x0040f3fa 5   11   .text   utf16le Soyad
675   0x0000d808 0x0040f408 8   17   .text   utf16le Cinsiyet
676   0x0000d81a 0x0040f41a 7   15   .text   utf16le Telefon
677   0x0000d830 0x0040f430 5   12   .text   utf16le OdaNo
678   0x0000d83c 0x0040f43c 5   11   .text   utf16le Ucret
679   0x0000d848 0x0040f448 11  23   .text   utf16le GirisTarihi
680   0x0000d86a 0x0040f46a 6   13   .text   utf16le Tarihi
681   0x0000d878 0x0040f478 9   19   .text   utf16le update  M
682   0x0000d88e 0x0040f48e 18  37   .text   utf16le teriEkle set Adi='
683   0x0000d8b4 0x0040f4b4 9   19   .text   utf16le '  ,Soyad
684   0x0000d8ce 0x0040f4ce 13  27   .text   utf16le ', Cinsiyet='
685   0x0000d8ea 0x0040f4ea 11  23   .text   utf16le ',Telefon='
686   0x0000d902 0x0040f502 7   15   .text   utf16le ' ,TC='
687   0x0000d912 0x0040f512 10  21   .text   utf16le ' ,OdaNo='
688   0x0000d928 0x0040f528 9   19   .text   utf16le ',Ucret='
689   0x0000d93c 0x0040f53c 16  33   .text   utf16le ' ,GirisTarihi='
690   0x0000d95e 0x0040f55e 10  21   .text   utf16le yyyy-MM-dd
691   0x0000d982 0x0040f582 8   17   .text   utf16le Tarihi='
692   0x0000d994 0x0040f594 10  21   .text   utf16le '  where M
693   0x0000d9aa 0x0040f5aa 10  21   .text   utf16le steriid =
